face_id,x,y,z,closeness,betweenness
face_52,33267.243333,-438.924042,8530.516379,0.034468,0.118466
face_53,33367.243333,-538.924042,8530.516379,0.033293,0.014023
face_54,33467.243333,-638.924042,8530.516379,0.032167,0.014399
face_55,33567.243333,-738.924042,8530.516379,0.031089,0.015134
face_56,33667.243333,-838.924042,8530.516379,0.030056,0.013557
face_57,33767.243333,-938.924042,8530.516379,0.029067,0.011372
face_58,33852.090311,-838.924042,8530.516379,0.028998,0.002369
face_59,33917.090309,-561.746687,8530.516379,0.029688,0.000606
face_60,33967.243333,-638.924042,8530.516379,0.029705,0.004251
face_61,34067.243333,-738.924042,8530.516379,0.029711,0.007906
face_62,34167.243333,-638.924042,8530.516379,0.030334,0.008267
face_63,34248.412018,-561.746682,8530.516379,0.030318,0.000994
face_64,34267.243333,-496.746682,8530.516379,0.030966,0.023402
face_65,34367.243333,-438.924042,8530.516379,0.03157,0.103783
face_66,34267.243333,-338.924042,8530.516379,0.032064,0.081849
face_67,34167.243333,-244.480897,8530.516379,0.032502,0.25615
face_68,33467.243333,-143.930132,8530.516379,0.033288,0.002872
face_69,33367.243333,-238.924042,8530.516379,0.034632,0.224266
face_70,33267.243333,-338.924042,8530.516379,0.034683,0.103198
face_71,33167.243333,-438.924042,8530.516379,0.034637,0.131657
face_72,33267.243333,-538.924042,8530.516379,0.033469,0.01843
face_73,33367.243333,-638.924042,8530.516379,0.03235,0.015593
face_74,33467.243333,-738.924042,8530.516379,0.031277,0.015159
face_75,33567.243333,-838.924042,8530.516379,0.030248,0.01447
face_76,33667.243333,-938.924042,8530.516379,0.029261,0.011841
face_77,33767.243333,-1038.924042,8530.516379,0.028315,0.009423
face_78,33852.090311,-938.924042,8530.516379,0.028257,0.002462
face_79,33917.090309,-638.924066,8530.516379,0.028852,0.000995
face_80,33967.243333,-738.924042,8530.516379,0.028863,0.003745
face_81,34067.243333,-838.924042,8530.516379,0.028866,0.004623
face_82,34167.243333,-738.924042,8530.516379,0.029458,0.005645
face_83,34248.412018,-638.924042,8530.516379,0.029446,0.00141
face_84,34371.443989,-543.694903,8530.516379,0.030673,0.026738
face_85,34467.243333,-438.924042,8530.516379,0.031252,0.100404
face_86,34367.243333,-338.924042,8530.516379,0.03175,0.074922
face_87,34267.243333,-244.480897,8530.516379,0.032184,0.264554
face_88,33367.243333,-143.930132,8530.516379,0.033484,0.002853
face_89,33267.243333,-238.924042,8530.516379,0.034823,0.224
face_90,33167.243333,-338.924042,8530.516379,0.034854,0.104709
face_91,33069.215842,-445.109126,8530.516379,0.034786,0.179757
face_92,33167.243333,-538.924042,8530.516379,0.033628,0.027242
face_93,33267.243333,-638.924042,8530.516379,0.032517,0.018973
face_94,33367.243333,-738.924042,8530.516379,0.03145,0.016254
face_95,33467.243333,-838.924042,8530.516379,0.030426,0.015203
face_96,33567.243333,-938.924042,8530.516379,0.029443,0.013476
face_97,33667.243333,-1038.924042,8530.516379,0.028499,0.010361
face_98,33767.243333,-1138.924042,8530.516379,0.027594,0.007909
face_99,33852.090311,-1038.924042,8530.516379,0.027546,0.002488
face_100,33917.090308,-738.924066,8530.516379,0.028058,0.001143
face_101,33967.243333,-838.924042,8530.516379,0.028065,0.002791
face_102,34067.243333,-938.924042,8530.516379,0.028063,0.002201
face_103,34167.243333,-838.924042,8530.516379,0.028626,0.003555
face_104,34248.412018,-738.924042,8530.516379,0.028619,0.001466
face_105,34313.412018,-561.746682,8530.516379,0.029765,0.001205
face_106,34367.243333,-638.924042,8530.516379,0.029773,0.008614
face_107,34461.885665,-540.483158,8530.516379,0.030373,0.020398
face_108,34567.243333,-438.924042,8530.516379,0.030932,0.097489
face_109,34467.243333,-338.924042,8530.516379,0.031429,0.066742
face_110,34367.243333,-244.480898,8530.516379,0.031868,0.27438
face_111,33267.243333,-143.930132,8530.516379,0.033663,0.002684
face_112,33167.243333,-238.924042,8530.516379,0.034995,0.224516
face_113,33067.243333,-338.924042,8530.516379,0.035005,0.10948
face_114,32947.539044,-423.661211,8530.516379,0.034898,0.174736
face_115,32993.909297,-462.960434,8530.516379,0.033632,0.001303
face_116,33067.243333,-538.924042,8530.516379,0.033769,0.047639
face_117,33167.243333,-638.924042,8530.516379,0.032667,0.024069
face_118,33267.243333,-738.924042,8530.516379,0.031608,0.018354
face_119,33367.243333,-838.924042,8530.516379,0.03059,0.016118
face_120,33467.243333,-938.924042,8530.516379,0.029611,0.01463
face_121,33567.243333,-1038.924042,8530.516379,0.028671,0.012271
face_122,33667.243333,-1138.924042,8530.516379,0.027768,0.009055
face_123,33767.243333,-1238.924042,8530.516379,0.026901,0.006667
face_124,33852.090311,-1138.924042,8530.516379,0.026863,0.002454
face_125,33917.090308,-838.924066,8530.516379,0.027302,0.001038
face_126,33967.243333,-938.924042,8530.516379,0.027305,0.001598
face_127,34067.243333,-1008.560412,8530.516379,0.0273,0.000392
face_128,34167.243333,-938.924042,8530.516379,0.027837,0.001802
face_129,34248.412018,-838.924042,8530.516379,0.027834,0.001231
face_130,34313.412018,-638.924042,8530.516379,0.028916,0.00163
face_131,34367.243333,-738.924042,8530.516379,0.028921,0.005883
face_132,34464.737216,-638.924042,8530.516379,0.02949,0.004251
face_133,34567.243333,-496.746682,8530.516379,0.03007,0.017759
face_134,34667.243333,-438.924042,8530.516379,0.030614,0.098101
face_135,34567.243333,-338.924042,8530.516379,0.031105,0.056167
face_136,34467.243333,-244.480898,8530.516379,0.031544,0.286073
face_137,33167.243333,-143.930132,8530.516379,0.033824,0.002345
face_138,33067.243333,-238.924042,8530.516379,0.035148,0.226286
face_139,32967.243333,-338.924042,8530.516379,0.035118,0.112198
face_140,32867.243333,-438.924042,8530.516379,0.035004,0.162004
face_141,32928.909299,-496.746682,8530.516379,0.033795,0.008832
face_142,32993.909296,-538.924042,8530.516379,0.032681,0.002098
face_143,33067.243333,-638.924042,8530.516379,0.0328,0.033676
face_144,33167.243333,-738.924042,8530.516379,0.031749,0.02058
face_145,33267.243333,-838.924042,8530.516379,0.030739,0.017069
face_146,33367.243333,-938.924042,8530.516379,0.029766,0.015331
face_147,33467.243333,-1038.924042,8530.516379,0.028831,0.013563
face_148,33567.243333,-1138.924042,8530.516379,0.027932,0.010923
face_149,33667.243333,-1238.924042,8530.516379,0.027067,0.007849
face_150,33767.243333,-1338.924042,8530.516379,0.026236,0.005585
face_151,33852.090311,-1238.924042,8530.516379,0.026206,0.002361
face_152,33917.090307,-938.924066,8530.516379,0.026583,0.000663
face_153,33967.243333,-1008.560412,8530.516379,0.026583,0.000307
face_154,34167.243333,-1008.560412,8530.516379,0.027086,0.000306
face_155,34248.412018,-938.924042,8530.516379,0.027087,0.000737
face_156,34313.412018,-738.924042,8530.516379,0.028113,0.001632
face_157,34367.243333,-838.924042,8530.516379,0.028115,0.003671
face_158,34464.737216,-738.924042,8530.516379,0.028654,0.00312
face_159,34671.506647,-541.878882,8530.516379,0.02977,0.020554
face_160,34767.243333,-438.924042,8530.516379,0.030033,0.099889
face_161,34667.243333,-338.924042,8530.516379,0.030784,0.047207
face_162,34567.243333,-244.480898,8530.516379,0.031218,0.300183
face_163,33067.243333,-143.930132,8530.516379,0.033966,0.001804
face_164,32968.713517,-241.724227,8530.516379,0.035262,0.229466
face_165,32867.243333,-338.924042,8530.516379,0.035226,0.113
face_166,32767.243333,-438.924042,8530.516379,0.035094,0.149619
face_167,32862.85664,-542.227869,8530.516379,0.033895,0.019396
face_168,32993.909296,-638.924042,8530.516379,0.031772,0.002611
face_169,33067.243333,-738.924042,8530.516379,0.031875,0.025089
face_170,33167.243333,-838.924042,8530.516379,0.030873,0.017387
face_171,33267.243333,-938.924042,8530.516379,0.029908,0.015431
face_172,33367.243333,-1038.924042,8530.516379,0.028978,0.014053
face_173,33467.243333,-1138.924042,8530.516379,0.028084,0.012133
face_174,33567.243333,-1238.924042,8530.516379,0.027222,0.009476
face_175,33667.243333,-1338.924042,8530.516379,0.026394,0.006679
face_176,33767.243333,-1438.924042,8530.516379,0.025596,0.004578
face_177,33852.090311,-1338.924042,8530.516379,0.025574,0.002206
face_178,33917.090307,-1008.560416,8530.516379,0.025898,1e-06
face_179,34248.412018,-1008.560412,8530.516379,0.026375,1e-06
face_180,34313.412018,-838.924042,8530.516379,0.02735,0.001327
face_181,34367.243333,-938.924042,8530.516379,0.02735,0.001832
face_182,34464.737216,-838.924042,8530.516379,0.027862,0.002081
face_183,34579.737217,-561.746681,8530.516379,0.028914,0.001316
face_184,34667.243333,-638.924042,8530.516379,0.028925,0.011156
face_185,34762.800229,-542.819707,8530.516379,0.02922,0.009296
face_186,34847.493431,-423.823946,8530.516379,0.029305,0.106209
face_187,34767.243333,-338.924042,8530.516379,0.030196,0.038693
face_188,34668.528862,-240.641985,8530.516379,0.030894,0.328821
face_189,32993.909299,-143.930132,8530.516379,0.034073,0.000959
face_190,32867.243333,-244.480896,8530.516379,0.035371,0.232154
face_191,32767.243333,-338.924042,8530.516379,0.035317,0.112492
face_192,32667.243333,-438.924042,8530.516379,0.035173,0.143295
face_193,32767.243333,-538.924042,8530.516379,0.033979,0.013889
face_194,32867.243333,-638.924042,8530.516379,0.03284,0.009811
face_195,32928.909299,-561.746681,8530.516379,0.032789,0.000794
face_196,32993.909296,-738.924042,8530.516379,0.030904,0.002938
face_197,33067.243333,-838.924042,8530.516379,0.030991,0.01935
face_198,33167.243333,-938.924042,8530.516379,0.030034,0.01464
face_199,33267.243333,-1038.924042,8530.516379,0.029112,0.013633
face_200,33367.243333,-1138.924042,8530.516379,0.028223,0.012439
face_201,33467.243333,-1238.924042,8530.516379,0.027367,0.010467
face_202,33567.243333,-1338.924042,8530.516379,0.026541,0.007962
face_203,33667.243333,-1438.924042,8530.516379,0.025747,0.005497
face_204,33767.243333,-1538.924042,8530.516379,0.024981,0.003583
face_205,33852.090311,-1438.924042,8530.516379,0.024966,0.001982
face_206,34313.412018,-938.924042,8530.516379,0.026626,0.000772
face_207,34367.243333,-1008.560412,8530.516379,0.026624,0.000298
face_208,34464.737216,-938.924042,8530.516379,0.027111,0.001071
face_209,34579.737216,-638.924042,8530.516379,0.028116,0.001747
face_210,34667.243333,-738.924042,8530.516379,0.028124,0.007097
face_211,34767.243333,-638.924042,8530.516379,0.028406,0.006036
face_212,34829.062321,-561.746681,8530.516379,0.028395,0.000909
face_213,34829.062321,-496.746682,8530.516379,0.02853,0.001475
face_214,34967.243333,-397.960434,8530.516379,0.028607,0.117073
face_215,34867.243333,-338.924042,8530.516379,0.02946,0.036849
face_216,34765.906853,-242.471552,8530.516379,0.030303,0.085086
face_217,34669.488619,-136.185886,8530.516379,0.030391,0.291038
face_218,32767.243333,-244.480896,8530.516379,0.035462,0.235998
face_219,32667.243333,-338.924042,8530.516379,0.035397,0.110816
face_220,32567.243333,-438.924042,8530.516379,0.035242,0.139623
face_221,32667.243333,-538.924042,8530.516379,0.034053,0.01235
face_222,32767.243333,-638.924042,8530.516379,0.032919,0.009412
face_223,32867.243333,-738.924042,8530.516379,0.031839,0.005735
face_224,32928.909299,-638.924042,8530.516379,0.031802,0.00108
face_225,32993.909295,-838.924042,8530.516379,0.030072,0.003125
face_226,33067.243333,-938.924042,8530.516379,0.030147,0.015291
face_227,33167.243333,-1038.924042,8530.516379,0.029232,0.012319
face_228,33267.243333,-1138.924042,8530.516379,0.02835,0.011788
face_229,33367.243333,-1238.924042,8530.516379,0.027499,0.010629
face_230,33467.243333,-1338.924042,8530.516379,0.026678,0.008679
face_231,33567.243333,-1438.924042,8530.516379,0.025887,0.006407
face_232,33667.243333,-1538.924042,8530.516379,0.025124,0.004272
face_233,33767.243333,-1638.924042,8530.516379,0.024389,0.002554
face_234,33852.090311,-1538.924042,8530.516379,0.024381,0.001677
face_235,34313.412018,-1008.560412,8530.516379,0.025937,1e-06
face_236,34464.737216,-1008.560412,8530.516379,0.026397,6.2e-05
face_237,34579.737216,-738.924042,8530.516379,0.027359,0.00172
face_238,34667.243333,-838.924042,8530.516379,0.027363,0.004187
face_239,34767.243333,-738.924042,8530.516379,0.027633,0.00458
face_240,34829.062321,-638.924042,8530.516379,0.027625,0.001325
face_241,35068.592668,-439.429752,8530.516379,0.02794,0.131345
face_242,34967.243333,-338.924042,8530.516379,0.028755,0.03382
face_243,34867.243333,-244.480898,8530.516379,0.029561,0.03194
face_244,34764.837877,-133.097406,8530.516379,0.029818,0.104689
face_245,34667.243333,-38.924042,8530.516379,0.02989,0.201796
face_246,34567.243333,-129.480896,8530.516379,0.029728,0.058772
face_247,32667.243333,-244.480896,8530.516379,0.035543,0.240919
face_248,32567.243333,-338.924042,8530.516379,0.035466,0.107732
face_249,32467.243333,-438.924042,8530.516379,0.0353,0.137952
face_250,32567.243333,-538.924042,8530.516379,0.034117,0.011477
face_251,32667.243333,-638.924042,8530.516379,0.032989,0.009891
face_252,32767.243333,-738.924042,8530.516379,0.031913,0.006351
face_253,32867.243333,-838.924042,8530.516379,0.030886,0.003467
face_254,32928.909299,-738.924042,8530.516379,0.030861,0.001108
face_255,32993.909295,-938.924042,8530.516379,0.029276,0.003201
face_256,33067.243333,-1038.924042,8530.516379,0.029339,0.012285
