x,y,z,df
53853.4296875,-8169.801513671875,-179.72142028808594,46.71
53853.4296875,-8065.076171875,-179.72142028808594,62.16
53853.4296875,-7960.350830078125,-179.72142028808594,78.22
53853.4296875,-7855.62548828125,-179.72142028808594,85.81
53853.4296875,-7750.89990234375,-179.72142028808594,90.05
53962.978515625,-8169.801513671875,-179.72142028808594,50.44
53962.978515625,-8065.076171875,-179.72142028808594,63.95
53962.978515625,-7960.350830078125,-179.72142028808594,79.7
53962.978515625,-7855.62548828125,-179.72142028808594,86.19
53962.978515625,-7750.89990234375,-179.72142028808594,89.92
52268.865234375,-8178.1044921875,-179.72142028808594,0.0
52268.865234375,-8074.1728515625,-179.72142028808594,0.0
52268.865234375,-7970.2412109375,-179.72142028808594,28.6
52268.865234375,-7866.309326171875,-179.72142028808594,63.34
52268.865234375,-7762.37744140625,-179.72142028808594,82.6
52268.865234375,-7658.44580078125,-179.72142028808594,87.84
52268.865234375,-7554.51416015625,-179.72142028808594,89.18
52268.865234375,-7450.58251953125,-179.72142028808594,89.84
52268.865234375,-7346.650634765625,-179.72142028808594,89.84
52268.865234375,-7242.71875,-179.72142028808594,88.93
52268.865234375,-7138.787109375,-179.72142028808594,88.77
52268.865234375,-7034.85546875,-179.72142028808594,90.11
52376.12109375,-8178.1044921875,-179.72142028808594,0.0
52376.12109375,-7658.44580078125,-179.72142028808594,84.9
52376.12109375,-7554.51416015625,-179.72142028808594,86.14
52376.12109375,-7450.58251953125,-179.72142028808594,87.1
52376.12109375,-7346.650634765625,-179.72142028808594,87.7
52376.12109375,-7242.71875,-179.72142028808594,88.08
52376.12109375,-7138.787109375,-179.72142028808594,88.9
52376.12109375,-7034.85546875,-179.72142028808594,90.33
52483.376953125,-8178.1044921875,-179.72142028808594,0.0
52483.376953125,-7658.44580078125,-179.72142028808594,82.6
52483.376953125,-7554.51416015625,-179.72142028808594,84.11
52483.376953125,-7450.58251953125,-179.72142028808594,84.96
52483.376953125,-7346.650634765625,-179.72142028808594,85.92
52483.376953125,-7242.71875,-179.72142028808594,86.79
52483.376953125,-7138.787109375,-179.72142028808594,88.85
52483.376953125,-7034.85546875,-179.72142028808594,90.36
52590.630859375,-8178.1044921875,-179.72142028808594,0.0
52590.630859375,-7658.44580078125,-179.72142028808594,81.81
52590.630859375,-7554.51416015625,-179.72142028808594,82.93
52590.630859375,-7450.58251953125,-179.72142028808594,84.22
52590.630859375,-7346.650634765625,-179.72142028808594,85.04
52590.630859375,-7242.71875,-179.72142028808594,86.58
52590.630859375,-7138.787109375,-179.72142028808594,88.85
52590.630859375,-7034.85546875,-179.72142028808594,90.36
52697.884765625,-8178.1044921875,-179.72142028808594,0.0
52697.884765625,-7658.44580078125,-179.72142028808594,82.58
52697.884765625,-7554.51416015625,-179.72142028808594,83.86
52697.884765625,-7450.58251953125,-179.72142028808594,84.6
52697.884765625,-7346.650634765625,-179.72142028808594,85.51
52697.884765625,-7242.71875,-179.72142028808594,86.71
52697.884765625,-7138.787109375,-179.72142028808594,88.85
52697.884765625,-7034.85546875,-179.72142028808594,90.36
52805.138671875,-8178.1044921875,-179.72142028808594,0.0
52805.138671875,-7658.44580078125,-179.72142028808594,84.3
52805.138671875,-7554.51416015625,-179.72142028808594,86.05
52805.138671875,-7450.58251953125,-179.72142028808594,86.96
52805.138671875,-7346.650634765625,-179.72142028808594,87.4
52805.138671875,-7242.71875,-179.72142028808594,87.86
52805.138671875,-7138.787109375,-179.72142028808594,88.85
52805.138671875,-7034.85546875,-179.72142028808594,90.3
52912.392578125,-8178.1044921875,-179.72142028808594,0.0
52912.392578125,-8074.1728515625,-179.72142028808594,0.0
52912.392578125,-7970.2412109375,-179.72142028808594,32.85
52912.392578125,-7866.309326171875,-179.72142028808594,62.55
52912.392578125,-7762.37744140625,-179.72142028808594,82.11
52912.392578125,-7658.44580078125,-179.72142028808594,87.73
52912.392578125,-7554.51416015625,-179.72142028808594,88.96
52912.392578125,-7450.58251953125,-179.72142028808594,89.45
52912.392578125,-7346.650634765625,-179.72142028808594,89.51
52912.392578125,-7242.71875,-179.72142028808594,88.9
52912.392578125,-7138.787109375,-179.72142028808594,88.68
52912.392578125,-7034.85546875,-179.72142028808594,90.11
52150.045572916664,-8257.323893229166,-179.72142028808594,0.0
52181.591145833336,-8289.848307291666,-179.72142028808594,0.0
52281.484375,-8259.959309895834,-179.72142028808594,0.0
52244.682291666664,-8289.848307291666,-179.72142028808594,0.0
52343.5234375,-8289.848307291666,-179.72142028808594,0.0
52182.641927083336,-8192.791015625,-179.72142028808594,0.0
52150.045572916664,-8131.974934895833,-179.72142028808594,0.0
52150.045572916664,-8010.059895833333,-179.72142028808594,0.0
52150.045572916664,-7917.235188802083,-179.72142028808594,19.75
52182.641927083336,-7868.566080729167,-179.72142028808594,48.49
52182.641927083336,-7770.187662760417,-179.72142028808594,77.62
52150.045572916664,-7824.410319010417,-179.72142028808594,51.01
52182.641927083336,-7966.9443359375,-179.72142028808594,8.0
52182.641927083336,-8065.322591145833,-179.72142028808594,0.0
52384.532552083336,-8259.959309895834,-179.72142028808594,0.0
52442.365885416664,-8289.848307291666,-179.72142028808594,0.0
52541.208333333336,-8289.848307291666,-179.72142028808594,0.0
52472.166666666664,-8111.703938802083,-179.72142028808594,0.0
52564.31640625,-8097.269205729167,-179.72142028808594,0.0
52487.58203125,-8259.959309895834,-179.72142028808594,0.0
52372.16796875,-8111.703938802083,-179.72142028808594,0.0
52350.338541666664,-7897.194173177083,-179.72142028808594,59.67
52350.338541666664,-7810.2353515625,-179.72142028808594,75.42
52336.415364583336,-7860.012044270833,-179.72142028808594,66.99
52336.415364583336,-7955.457356770833,-179.72142028808594,42.19
52350.338541666664,-8010.310384114583,-179.72142028808594,10.38
52414.5859375,-8097.269205729167,-179.72142028808594,0.0
52507.326822916664,-8097.269205729167,-179.72142028808594,0.0
52336.415364583336,-8077.06005859375,-179.72142028808594,0.0
52166.34375,-7633.7518310546875,-179.72142028808594,90.16
52166.34375,-7462.710693359375,-179.72142028808594,90.9
52182.641927083336,-7542.868977864583,-179.72142028808594,90.55
52150.045572916664,-7731.585611979167,-179.72142028808594,81.15
52150.045572916664,-7389.778483072917,-179.72142028808594,91.26
52150.045572916664,-7295.4814453125,-179.72142028808594,91.15
52166.34375,-7224.5596923828125,-179.72142028808594,88.85
52166.34375,-7031.148681640625,-179.72142028808594,88.96
52166.34375,-7127.854248046875,-179.72142028808594,86.49
52150.045572916664,-6952.938313802083,-179.72142028808594,90.27
52182.641927083336,-7344.640299479167,-179.72142028808594,90.9
52443.080729166664,-7749.43408203125,-179.72142028808594,82.44
52500.661458333336,-7729.9228515625,-179.72142028808594,81.89
52564.31640625,-7749.43408203125,-179.72142028808594,81.53
52372.16796875,-7729.9228515625,-179.72142028808594,83.29
52281.484375,-6953.000813802083,-179.72142028808594,91.1
52365.080078125,-6938.056396484375,-179.72142028808594,91.48
52213.13671875,-6923.111979166667,-179.72142028808594,91.45
52466.025390625,-6938.056396484375,-179.72142028808594,91.51
52541.208333333336,-6923.111979166667,-179.72142028808594,91.53
52590.630208333336,-6953.000813802083,-179.72142028808594,91.23
52336.415364583336,-7764.566731770833,-179.72142028808594,81.64
52640.05078125,-8289.848307291666,-179.72142028808594,0.0
52600.658854166664,-8111.703938802083,-179.72142028808594,0.0
52738.893229166664,-8289.848307291666,-179.72142028808594,0.0
52796.7265625,-8259.959309895834,-179.72142028808594,0.0
52837.735677083336,-8289.848307291666,-179.72142028808594,0.0
52693.678385416664,-8259.959309895834,-179.72142028808594,0.0
52672.161458333336,-8111.703938802083,-179.72142028808594,0.0
52721.303385416664,-8097.269205729167,-179.72142028808594,0.0
52814.044270833336,-8036.467936197917,-179.72142028808594,0.68
52800.653645833336,-8111.703938802083,-179.72142028808594,0.0
52814.044270833336,-7949.509114583333,-179.72142028808594,43.7
52836.404947916664,-8077.06005859375,-179.72142028808594,0.0
52600.658854166664,-7729.9228515625,-179.72142028808594,81.21
52968.123697916664,-8289.848307291666,-179.72142028808594,0.0
52998.6171875,-8163.70068359375,-179.72142028808594,0.0
53031.21484375,-8257.323893229166,-179.72142028808594,0.0
53031.21484375,-8102.884602864583,-179.72142028808594,0.0
53031.21484375,-8195.709147135416,-179.72142028808594,0.0
52998.6171875,-8065.322591145833,-179.72142028808594,0.0
52836.404947916664,-7886.16943359375,-179.72142028808594,61.62
52836.404947916664,-7981.614908854167,-179.72142028808594,30.63
53031.21484375,-7917.235188802083,-179.72142028808594,25.01
52998.6171875,-7966.9443359375,-179.72142028808594,14.3
53031.21484375,-7795.319986979167,-179.72142028808594,60.66
52998.6171875,-7868.566080729167,-179.72142028808594,49.59
53031.21484375,-8010.059895833333,-179.72142028808594,0.05
52814.044270833336,-7836.392740885417,-179.72142028808594,70.3
52899.774739583336,-8259.959309895834,-179.72142028808594,0.0
52700.65625,-7729.9228515625,-179.72142028808594,81.84
52657.057291666664,-7749.43408203125,-179.72142028808594,81.62
52749.798177083336,-7749.43408203125,-179.72142028808594,82.6
52836.404947916664,-7764.566731770833,-179.72142028808594,80.68
53014.916015625,-7656.12158203125,-179.72142028808594,89.73
52800.653645833336,-7729.9228515625,-179.72142028808594,82.58
52715.234375,-6938.056396484375,-179.72142028808594,91.51
52640.05078125,-6923.111979166667,-179.72142028808594,91.53
52917.125,-6938.056396484375,-179.72142028808594,91.34
52816.1796875,-6938.056396484375,-179.72142028808594,91.48
53014.916015625,-7559.4161376953125,-179.72142028808594,90.33
53014.916015625,-7366.0050048828125,-179.72142028808594,90.88
53014.916015625,-7462.710693359375,-179.72142028808594,90.71
53031.21484375,-7295.4814453125,-179.72142028808594,90.99
52998.6171875,-7047.297526041667,-179.72142028808594,88.99
52999.669270833336,-6923.111979166667,-179.72142028808594,91.29
53014.916015625,-7127.854248046875,-179.72142028808594,86.47
53014.916015625,-7224.5596923828125,-179.72142028808594,88.71
53031.21484375,-6982.764811197917,-179.72142028808594,89.97
52998.6171875,-7741.097330729167,-179.72142028808594,83.59
52590.630208333336,-8259.959309895834,-179.72142028808594,0.0
52417.689453125,-8030.51953125,-179.72142028808594,0.0
52417.689453125,-7925.889892578125,-179.72142028808594,0.0
52417.689453125,-7821.26025390625,-179.72142028808594,0.0
52524.544921875,-8030.51953125,-179.72142028808594,0.0
52524.544921875,-7925.889892578125,-179.72142028808594,0.0
52524.544921875,-7821.26025390625,-179.72142028808594,0.0
52631.400390625,-8030.51953125,-179.72142028808594,0.0
52631.400390625,-7925.889892578125,-179.72142028808594,0.0
52631.400390625,-7821.26025390625,-179.72142028808594,0.0
52738.255859375,-8030.51953125,-179.72142028808594,0.0
52738.255859375,-7925.889892578125,-179.72142028808594,0.0
52738.255859375,-7821.26025390625,-179.72142028808594,0.0
53129.251953125,-8169.801513671875,-179.72142028808594,50.14
53129.251953125,-8065.076171875,-179.72142028808594,63.53
53129.251953125,-7960.350830078125,-179.72142028808594,78.88
53129.251953125,-7855.62548828125,-179.72142028808594,86.08
53129.251953125,-7750.89990234375,-179.72142028808594,89.67
53260.1328125,-8169.801513671875,-179.72142028808594,43.56
53260.1328125,-8065.076171875,-179.72142028808594,59.78
53260.1328125,-7960.350830078125,-179.72142028808594,76.08
53260.1328125,-7855.62548828125,-179.72142028808594,85.23
53260.1328125,-7750.89990234375,-179.72142028808594,89.89
53391.013671875,-8169.801513671875,-179.72142028808594,21.73
53391.013671875,-8065.076171875,-179.72142028808594,41.86
53391.013671875,-7960.350830078125,-179.72142028808594,60.68
53391.013671875,-7855.62548828125,-179.72142028808594,72.22
53391.013671875,-7750.89990234375,-179.72142028808594,61.26
50368.560546875,-8178.1044921875,-179.72142028808594,0.0
50368.560546875,-8074.1728515625,-179.72142028808594,0.0
50368.560546875,-7970.2412109375,-179.72142028808594,29.42
50368.560546875,-7866.309326171875,-179.72142028808594,63.75
50368.560546875,-7762.37744140625,-179.72142028808594,82.66
50368.560546875,-7658.44580078125,-179.72142028808594,88.05
50368.560546875,-7554.51416015625,-179.72142028808594,89.1
50368.560546875,-7450.58251953125,-179.72142028808594,89.7
50368.560546875,-7346.650634765625,-179.72142028808594,89.75
50368.560546875,-7242.71875,-179.72142028808594,88.88
50368.560546875,-7138.787109375,-179.72142028808594,88.71
50368.560546875,-7034.85546875,-179.72142028808594,90.05
50475.814453125,-8178.1044921875,-179.72142028808594,0.0
50475.814453125,-7658.44580078125,-179.72142028808594,85.01
50475.814453125,-7554.51416015625,-179.72142028808594,86.3
50475.814453125,-7450.58251953125,-179.72142028808594,87.07
50475.814453125,-7346.650634765625,-179.72142028808594,87.34
50475.814453125,-7242.71875,-179.72142028808594,87.86
50475.814453125,-7138.787109375,-179.72142028808594,88.85
50475.814453125,-7034.85546875,-179.72142028808594,90.33
50583.068359375,-8178.1044921875,-179.72142028808594,0.0
50583.068359375,-7658.44580078125,-179.72142028808594,82.88
50583.068359375,-7554.51416015625,-179.72142028808594,84.14
50583.068359375,-7450.58251953125,-179.72142028808594,84.82
50583.068359375,-7346.650634765625,-179.72142028808594,85.64
50583.068359375,-7242.71875,-179.72142028808594,86.63
50583.068359375,-7138.787109375,-179.72142028808594,88.85
50583.068359375,-7034.85546875,-179.72142028808594,90.36
50690.322265625,-8178.1044921875,-179.72142028808594,0.0
50690.322265625,-7658.44580078125,-179.72142028808594,81.62
50690.322265625,-7554.51416015625,-179.72142028808594,83.23
50690.322265625,-7450.58251953125,-179.72142028808594,83.84
50690.322265625,-7346.650634765625,-179.72142028808594,85.12
50690.322265625,-7242.71875,-179.72142028808594,86.52
50690.322265625,-7138.787109375,-179.72142028808594,88.71
50690.322265625,-7034.85546875,-179.72142028808594,90.36
50797.578125,-8178.1044921875,-179.72142028808594,0.0
50797.578125,-7658.44580078125,-179.72142028808594,82.9
50797.578125,-7554.51416015625,-179.72142028808594,83.84
50797.578125,-7450.58251953125,-179.72142028808594,84.52
50797.578125,-7346.650634765625,-179.72142028808594,85.64
50797.578125,-7242.71875,-179.72142028808594,86.63
50797.578125,-7138.787109375,-179.72142028808594,88.85
50797.578125,-7034.85546875,-179.72142028808594,90.36
50904.833984375,-8178.1044921875,-179.72142028808594,0.0
50904.833984375,-7658.44580078125,-179.72142028808594,84.36
50904.833984375,-7554.51416015625,-179.72142028808594,86.08
50904.833984375,-7450.58251953125,-179.72142028808594,86.93
50904.833984375,-7346.650634765625,-179.72142028808594,87.37
50904.833984375,-7242.71875,-179.72142028808594,87.92
50904.833984375,-7138.787109375,-179.72142028808594,88.85
50904.833984375,-7034.85546875,-179.72142028808594,90.3
51012.087890625,-8178.1044921875,-179.72142028808594,0.0
51012.087890625,-8074.1728515625,-179.72142028808594,0.0
51012.087890625,-7970.2412109375,-179.72142028808594,29.95
51012.087890625,-7866.309326171875,-179.72142028808594,62.58
51012.087890625,-7762.37744140625,-179.72142028808594,82.14
51012.087890625,-7658.44580078125,-179.72142028808594,87.73
51012.087890625,-7554.51416015625,-179.72142028808594,88.99
51012.087890625,-7450.58251953125,-179.72142028808594,89.4
51012.087890625,-7346.650634765625,-179.72142028808594,89.48
51012.087890625,-7242.71875,-179.72142028808594,88.82
51012.087890625,-7138.787109375,-179.72142028808594,88.68
51012.087890625,-7034.85546875,-179.72142028808594,90.11
50249.740885416664,-8230.686360677084,-179.72142028808594,0.0
50281.28515625,-8289.848307291666,-179.72142028808594,0.0
50381.178385416664,-8259.959309895834,-179.72142028808594,0.0
50344.375,-8289.848307291666,-179.72142028808594,0.0
50443.217447916664,-8289.848307291666,-179.72142028808594,0.0
50282.337239583336,-8166.153483072917,-179.72142028808594,0.0
50249.740885416664,-8107.299479166667,-179.72142028808594,0.0
50249.740885416664,-7825.881998697917,-179.72142028808594,51.26
50249.740885416664,-7919.68798828125,-179.72142028808594,18.66
50282.337239583336,-7968.416015625,-179.72142028808594,11.42
50282.337239583336,-8067.28466796875,-179.72142028808594,0.0
50282.337239583336,-7869.547200520833,-179.72142028808594,49.18
50249.740885416664,-8013.49365234375,-179.72142028808594,0.0
50282.337239583336,-7770.67822265625,-179.72142028808594,77.53
50484.2265625,-8259.959309895834,-179.72142028808594,0.0
50542.059895833336,-8289.848307291666,-179.72142028808594,0.0
50640.90234375,-8289.848307291666,-179.72142028808594,0.0
50571.859375,-8111.703938802083,-179.72142028808594,0.0
50664.010416666664,-8097.269205729167,-179.72142028808594,0.0
50587.274739583336,-8259.959309895834,-179.72142028808594,0.0
50471.861979166664,-8111.703938802083,-179.72142028808594,0.0
50450.033854166664,-7897.194173177083,-179.72142028808594,59.51
50450.033854166664,-7810.2353515625,-179.72142028808594,75.59
50436.110677083336,-7860.012044270833,-179.72142028808594,68.14
50436.110677083336,-7955.457356770833,-179.72142028808594,39.73
50450.033854166664,-8010.310384114583,-179.72142028808594,11.62
50514.279947916664,-8097.269205729167,-179.72142028808594,0.0
50607.020833333336,-8097.269205729167,-179.72142028808594,0.0
50436.110677083336,-8077.06005859375,-179.72142028808594,0.0
50266.0390625,-7633.7518310546875,-179.72142028808594,90.16
50266.0390625,-7462.710693359375,-179.72142028808594,90.9
50282.337239583336,-7542.868977864583,-179.72142028808594,90.52
50249.740885416664,-7732.076171875,-179.72142028808594,80.93
50249.740885416664,-7389.778483072917,-179.72142028808594,91.15
50249.740885416664,-7295.4814453125,-179.72142028808594,91.15
50266.0390625,-7224.5596923828125,-179.72142028808594,88.77
50266.0390625,-7031.148681640625,-179.72142028808594,88.99
50266.0390625,-7127.854248046875,-179.72142028808594,86.3
50249.740885416664,-6952.938313802083,-179.72142028808594,90.33
50282.337239583336,-7344.640299479167,-179.72142028808594,90.9
50542.774739583336,-7749.43408203125,-179.72142028808594,82.85
50600.354166666664,-7729.9228515625,-179.72142028808594,81.92
50664.010416666664,-7749.43408203125,-179.72142028808594,81.32
50471.861979166664,-7729.9228515625,-179.72142028808594,83.51
50381.178385416664,-6953.000813802083,-179.72142028808594,91.1
50464.7734375,-6938.056396484375,-179.72142028808594,91.48
50312.830729166664,-6923.111979166667,-179.72142028808594,91.45
50565.71875,-6938.056396484375,-179.72142028808594,91.51
50640.90234375,-6923.111979166667,-179.72142028808594,91.53
50713.982421875,-6938.056396484375,-179.72142028808594,91.51
50436.110677083336,-7764.566731770833,-179.72142028808594,81.56
50739.744791666664,-8289.848307291666,-179.72142028808594,0.0
50700.3515625,-8111.703938802083,-179.72142028808594,0.0
50838.588541666664,-8289.848307291666,-179.72142028808594,0.0
50896.421875,-8259.959309895834,-179.72142028808594,0.0
50937.4296875,-8289.848307291666,-179.72142028808594,0.0
50793.372395833336,-8259.959309895834,-179.72142028808594,0.0
50771.85546875,-8111.703938802083,-179.72142028808594,0.0
50820.998697916664,-8097.269205729167,-179.72142028808594,0.0
50913.739583333336,-8036.467936197917,-179.72142028808594,2.27
50900.348958333336,-8111.703938802083,-179.72142028808594,0.0
50913.739583333336,-7949.509114583333,-179.72142028808594,42.9
50936.100260416664,-8077.06005859375,-179.72142028808594,0.0
50700.3515625,-7729.9228515625,-179.72142028808594,80.99
51067.81640625,-8289.848307291666,-179.72142028808594,0.0
51098.311197916664,-8163.70068359375,-179.72142028808594,0.0
51130.907552083336,-8257.323893229166,-179.72142028808594,0.0
51130.907552083336,-8102.884602864583,-179.72142028808594,0.0
51130.907552083336,-8195.709147135416,-179.72142028808594,0.0
51098.311197916664,-8065.322591145833,-179.72142028808594,0.0
50936.100260416664,-7886.16943359375,-179.72142028808594,61.37
50936.100260416664,-7981.614908854167,-179.72142028808594,30.55
51130.907552083336,-7917.235188802083,-179.72142028808594,23.42
51098.311197916664,-7966.9443359375,-179.72142028808594,12.74
51130.907552083336,-7795.319986979167,-179.72142028808594,61.4
51098.311197916664,-7868.566080729167,-179.72142028808594,48.79
51130.907552083336,-8010.059895833333,-179.72142028808594,0.0
50913.739583333336,-7836.392740885417,-179.72142028808594,70.58
50999.46875,-8259.959309895834,-179.72142028808594,0.0
50800.350260416664,-7729.9228515625,-179.72142028808594,81.56
50756.751302083336,-7749.43408203125,-179.72142028808594,81.73
50849.493489583336,-7749.43408203125,-179.72142028808594,83.12
50936.100260416664,-7764.566731770833,-179.72142028808594,80.71
51114.609375,-7656.12158203125,-179.72142028808594,89.73
50900.348958333336,-7729.9228515625,-179.72142028808594,82.63
50814.9287109375,-6938.056396484375,-179.72142028808594,91.48
51016.818359375,-6938.056396484375,-179.72142028808594,91.32
50915.8740234375,-6938.056396484375,-179.72142028808594,91.4
51114.609375,-7559.4161376953125,-179.72142028808594,90.33
51114.609375,-7366.0050048828125,-179.72142028808594,90.9
51114.609375,-7462.710693359375,-179.72142028808594,90.77
51130.907552083336,-7295.4814453125,-179.72142028808594,91.01
51098.311197916664,-7047.297526041667,-179.72142028808594,88.99
51099.361979166664,-6923.111979166667,-179.72142028808594,91.26
51114.609375,-7127.854248046875,-179.72142028808594,86.49
51114.609375,-7224.5596923828125,-179.72142028808594,88.82
51130.907552083336,-6982.764811197917,-179.72142028808594,89.97
51098.311197916664,-7741.097330729167,-179.72142028808594,83.59
50690.322916666664,-8259.959309895834,-179.72142028808594,0.0
50517.384765625,-8030.51953125,-179.72142028808594,0.0
50517.384765625,-7925.889892578125,-179.72142028808594,0.0
50517.384765625,-7821.26025390625,-179.72142028808594,0.0
50624.240234375,-8030.51953125,-179.72142028808594,0.0
50624.240234375,-7925.889892578125,-179.72142028808594,0.0
50624.240234375,-7821.26025390625,-179.72142028808594,0.0
50731.095703125,-8030.51953125,-179.72142028808594,0.0
50731.095703125,-7925.889892578125,-179.72142028808594,0.0
50731.095703125,-7821.26025390625,-179.72142028808594,0.0
50837.951171875,-8030.51953125,-179.72142028808594,0.0
50837.951171875,-7925.889892578125,-179.72142028808594,0.0
50837.951171875,-7821.26025390625,-179.72142028808594,0.0
48468.255859375,-8178.1044921875,-179.72142028808594,0.0
48468.255859375,-8074.1728515625,-179.72142028808594,0.0
48468.255859375,-7970.2412109375,-179.72142028808594,0.0
48468.255859375,-7866.309326171875,-179.72142028808594,0.0
48468.255859375,-7762.37744140625,-179.72142028808594,33.15
48468.255859375,-7658.44580078125,-179.72142028808594,47.37
48468.255859375,-7554.51416015625,-179.72142028808594,58.08
48468.255859375,-7450.58251953125,-179.72142028808594,66.16
48468.255859375,-7346.650634765625,-179.72142028808594,74.66
48468.255859375,-7242.71875,-179.72142028808594,81.73
48468.255859375,-7138.787109375,-179.72142028808594,86.33
48468.255859375,-7034.85546875,-179.72142028808594,89.86
48575.509765625,-8178.1044921875,-179.72142028808594,0.0
48575.509765625,-7658.44580078125,-179.72142028808594,58.38
48575.509765625,-7554.51416015625,-179.72142028808594,63.59
48575.509765625,-7450.58251953125,-179.72142028808594,70.44
48575.509765625,-7346.650634765625,-179.72142028808594,77.32
48575.509765625,-7242.71875,-179.72142028808594,83.56
48575.509765625,-7138.787109375,-179.72142028808594,87.51
48575.509765625,-7034.85546875,-179.72142028808594,90.11
48682.763671875,-8178.1044921875,-179.72142028808594,0.0
48682.763671875,-7658.44580078125,-179.72142028808594,64.96
48682.763671875,-7554.51416015625,-179.72142028808594,68.71
48682.763671875,-7450.58251953125,-179.72142028808594,74.33
48682.763671875,-7346.650634765625,-179.72142028808594,79.84
48682.763671875,-7242.71875,-179.72142028808594,84.25
48682.763671875,-7138.787109375,-179.72142028808594,87.81
48682.763671875,-7034.85546875,-179.72142028808594,90.19
48790.017578125,-8178.1044921875,-179.72142028808594,0.0
48790.017578125,-7658.44580078125,-179.72142028808594,70.79
48790.017578125,-7554.51416015625,-179.72142028808594,74.68
48790.017578125,-7450.58251953125,-179.72142028808594,78.55
48790.017578125,-7346.650634765625,-179.72142028808594,81.84
48790.017578125,-7242.71875,-179.72142028808594,84.82
48790.017578125,-7138.787109375,-179.72142028808594,88.25
48790.017578125,-7034.85546875,-179.72142028808594,90.25
48897.271484375,-8178.1044921875,-179.72142028808594,0.0
48897.271484375,-7658.44580078125,-179.72142028808594,77.01
48897.271484375,-7554.51416015625,-179.72142028808594,80.63
48897.271484375,-7450.58251953125,-179.72142028808594,82.3
48897.271484375,-7346.650634765625,-179.72142028808594,83.95
48897.271484375,-7242.71875,-179.72142028808594,85.95
48897.271484375,-7138.787109375,-179.72142028808594,88.49
48897.271484375,-7034.85546875,-179.72142028808594,90.3
49004.525390625,-8178.1044921875,-179.72142028808594,0.0
49004.525390625,-7658.44580078125,-179.72142028808594,81.59
49004.525390625,-7554.51416015625,-179.72142028808594,84.63
49004.525390625,-7450.58251953125,-179.72142028808594,86.05
49004.525390625,-7346.650634765625,-179.72142028808594,86.49
49004.525390625,-7242.71875,-179.72142028808594,86.96
49004.525390625,-7138.787109375,-179.72142028808594,88.71
49004.525390625,-7034.85546875,-179.72142028808594,90.22
49111.779296875,-8178.1044921875,-179.72142028808594,0.0
49111.779296875,-8074.1728515625,-179.72142028808594,0.0
49111.779296875,-7970.2412109375,-179.72142028808594,10.58
49111.779296875,-7866.309326171875,-179.72142028808594,48.55
49111.779296875,-7762.37744140625,-179.72142028808594,73.53
49111.779296875,-7658.44580078125,-179.72142028808594,84.33
49111.779296875,-7554.51416015625,-179.72142028808594,88.66
49111.779296875,-7450.58251953125,-179.72142028808594,89.21
49111.779296875,-7346.650634765625,-179.72142028808594,89.21
49111.779296875,-7242.71875,-179.72142028808594,88.63
49111.779296875,-7138.787109375,-179.72142028808594,88.44
49111.779296875,-7034.85546875,-179.72142028808594,90.03
48349.43359375,-8226.447591145834,-179.72142028808594,0.0
48380.979166666664,-8289.848307291666,-179.72142028808594,0.0
48480.873697916664,-8259.959309895834,-179.72142028808594,0.0
48444.0703125,-8289.848307291666,-179.72142028808594,0.0
48542.912760416664,-8289.848307291666,-179.72142028808594,0.0
48382.03125,-8161.914713541667,-179.72142028808594,0.0
48349.43359375,-8096.70263671875,-179.72142028808594,0.0
48349.43359375,-7998.658203125,-179.72142028808594,0.0
48349.43359375,-7900.61376953125,-179.72142028808594,0.0
48382.03125,-8060.926595052083,-179.72142028808594,0.0
48382.03125,-7858.950358072917,-179.72142028808594,0.03
48382.03125,-7959.938639322917,-179.72142028808594,0.0
48349.43359375,-7802.569010416667,-179.72142028808594,22.3
48535.805989583336,-8077.06005859375,-179.72142028808594,0.0
48641.755208333336,-8289.848307291666,-179.72142028808594,0.0
48571.557291666664,-8111.703938802083,-179.72142028808594,0.0
48740.596354166664,-8289.848307291666,-179.72142028808594,0.0
48613.975260416664,-8097.269205729167,-179.72142028808594,0.0
48763.705729166664,-8097.269205729167,-179.72142028808594,0.0
48686.970052083336,-8259.959309895834,-179.72142028808594,0.0
48671.5546875,-8111.703938802083,-179.72142028808594,0.0
48535.805989583336,-7860.012044270833,-179.72142028808594,0.0
48549.729166666664,-7810.2353515625,-179.72142028808594,0.0
48535.805989583336,-7955.457356770833,-179.72142028808594,0.0
48706.716145833336,-8097.269205729167,-179.72142028808594,0.0
48549.729166666664,-7897.194173177083,-179.72142028808594,0.0
48549.729166666664,-8010.310384114583,-179.72142028808594,0.0
48583.921875,-8259.959309895834,-179.72142028808594,0.0
48535.805989583336,-7764.566731770833,-179.72142028808594,37.26
48349.43359375,-7606.47998046875,-179.72142028808594,49.15
48349.43359375,-7508.435546875,-179.72142028808594,59.42
48382.03125,-7656.973958333333,-179.72142028808594,44.79
48382.03125,-7757.962076822917,-179.72142028808594,29.18
48382.03125,-7555.986002604167,-179.72142028808594,54.58
48349.43359375,-7704.5244140625,-179.72142028808594,38.16
48382.03125,-7454.997884114583,-179.72142028808594,63.73
48349.43359375,-7052.856608072917,-179.72142028808594,87.81
48349.43359375,-6954.812174479167,-179.72142028808594,90.27
48349.43359375,-7312.34619140625,-179.72142028808594,74.19
48349.43359375,-7410.390950520833,-179.72142028808594,65.56
48349.43359375,-7214.3017578125,-179.72142028808594,80.96
48349.43359375,-7116.25732421875,-179.72142028808594,85.26
